StartTime,EndTime,AreaID,UnitName,quantity_B19,hourly_time,total_green_energy,Load
2022-02-18 16:00:00+00:00,2022-02-18 17:00:00+00:00,10Y1001A1001A92E,MAW,2627,2022-02-18 16:00:00+00:00,2627,2116.0
2022-02-18 17:00:00+00:00,2022-02-18 18:00:00+00:00,10Y1001A1001A92E,MAW,2592,2022-02-18 17:00:00+00:00,2592,2316.0
2022-02-18 18:00:00+00:00,2022-02-18 19:00:00+00:00,10Y1001A1001A92E,MAW,2590,2022-02-18 18:00:00+00:00,2590,2480.0
2022-02-18 19:00:00+00:00,2022-02-18 20:00:00+00:00,10Y1001A1001A92E,MAW,2938,2022-02-18 19:00:00+00:00,2938,2310.0
2022-02-18 20:00:00+00:00,2022-02-18 21:00:00+00:00,10Y1001A1001A92E,MAW,2411,2022-02-18 20:00:00+00:00,2411,2144.0
2022-02-18 21:00:00+00:00,2022-02-18 22:00:00+00:00,10Y1001A1001A92E,MAW,2176,2022-02-18 21:00:00+00:00,2176,1976.0
2022-02-18 22:00:00+00:00,2022-02-18 23:00:00+00:00,10Y1001A1001A92E,MAW,2434,2022-02-18 22:00:00+00:00,2434,1795.0
2022-02-18 23:00:00+00:00,2022-02-19 00:00:00+00:00,10Y1001A1001A92E,MAW,2494,2022-02-18 23:00:00+00:00,2494,1574.0
2022-02-19 00:00:00+00:00,2022-02-19 01:00:00+00:00,10Y1001A1001A92E,MAW,2273,2022-02-19 00:00:00+00:00,2273,1366.0
2022-02-19 01:00:00+00:00,2022-02-19 02:00:00+00:00,10Y1001A1001A92E,MAW,1221,2022-02-19 01:00:00+00:00,1221,1252.0
2022-02-19 02:00:00+00:00,2022-02-19 03:00:00+00:00,10Y1001A1001A92E,MAW,856,2022-02-19 02:00:00+00:00,856,1262.0
2022-02-19 03:00:00+00:00,2022-02-19 04:00:00+00:00,10Y1001A1001A92E,MAW,639,2022-02-19 03:00:00+00:00,639,1229.0
2022-02-19 04:00:00+00:00,2022-02-19 05:00:00+00:00,10Y1001A1001A92E,MAW,615,2022-02-19 04:00:00+00:00,615,1205.0
2022-02-19 05:00:00+00:00,2022-02-19 06:00:00+00:00,10Y1001A1001A92E,MAW,590,2022-02-19 05:00:00+00:00,590,1214.0
2022-02-19 06:00:00+00:00,2022-02-19 07:00:00+00:00,10Y1001A1001A92E,MAW,366,2022-02-19 06:00:00+00:00,366,1337.0
2022-02-19 07:00:00+00:00,2022-02-19 08:00:00+00:00,10Y1001A1001A92E,MAW,191,2022-02-19 07:00:00+00:00,191,1697.0
2022-02-19 08:00:00+00:00,2022-02-19 09:00:00+00:00,10Y1001A1001A92E,MAW,80,2022-02-19 08:00:00+00:00,80,2158.0
2022-02-19 09:00:00+00:00,2022-02-19 10:00:00+00:00,10Y1001A1001A92E,MAW,53,2022-02-19 09:00:00+00:00,53,2342.0
2022-02-19 10:00:00+00:00,2022-02-19 11:00:00+00:00,10Y1001A1001A92E,MAW,138,2022-02-19 10:00:00+00:00,138,2448.0
2022-02-19 11:00:00+00:00,2022-02-19 12:00:00+00:00,10Y1001A1001A92E,MAW,357,2022-02-19 11:00:00+00:00,357,2431.0
2022-02-19 12:00:00+00:00,2022-02-19 13:00:00+00:00,10Y1001A1001A92E,MAW,582,2022-02-19 12:00:00+00:00,582,2426.0
2022-02-19 13:00:00+00:00,2022-02-19 14:00:00+00:00,10Y1001A1001A92E,MAW,862,2022-02-19 13:00:00+00:00,862,2426.0
2022-02-19 14:00:00+00:00,2022-02-19 15:00:00+00:00,10Y1001A1001A92E,MAW,1100,2022-02-19 14:00:00+00:00,1100,2362.0
2022-02-19 15:00:00+00:00,2022-02-19 16:00:00+00:00,10Y1001A1001A92E,MAW,960,2022-02-19 15:00:00+00:00,960,2381.0
2022-02-19 16:00:00+00:00,2022-02-19 17:00:00+00:00,10Y1001A1001A92E,MAW,1092,2022-02-19 16:00:00+00:00,1092,2464.0
2022-02-19 17:00:00+00:00,2022-02-19 18:00:00+00:00,10Y1001A1001A92E,MAW,1416,2022-02-19 17:00:00+00:00,1416,2714.0
2022-02-19 18:00:00+00:00,2022-02-19 19:00:00+00:00,10Y1001A1001A92E,MAW,2052,2022-02-19 18:00:00+00:00,2052,2893.0
2022-02-19 19:00:00+00:00,2022-02-19 20:00:00+00:00,10Y1001A1001A92E,MAW,2440,2022-02-19 19:00:00+00:00,2440,2643.0
2022-02-19 20:00:00+00:00,2022-02-19 21:00:00+00:00,10Y1001A1001A92E,MAW,3223,2022-02-19 20:00:00+00:00,3223,2452.0
2022-02-19 21:00:00+00:00,2022-02-19 22:00:00+00:00,10Y1001A1001A92E,MAW,3407,2022-02-19 21:00:00+00:00,3407,2271.0
2022-02-19 22:00:00+00:00,2022-02-19 23:00:00+00:00,10Y1001A1001A92E,MAW,3370,2022-02-19 22:00:00+00:00,3370,2024.0
2022-02-19 23:00:00+00:00,2022-02-20 00:00:00+00:00,10Y1001A1001A92E,MAW,3146,2022-02-19 23:00:00+00:00,3146,1746.0
2022-02-20 00:00:00+00:00,2022-02-20 01:00:00+00:00,10Y1001A1001A92E,MAW,2900,2022-02-20 00:00:00+00:00,2900,1527.0
2022-02-20 01:00:00+00:00,2022-02-20 02:00:00+00:00,10Y1001A1001A92E,MAW,2781,2022-02-20 01:00:00+00:00,2781,1392.0
2022-02-20 02:00:00+00:00,2022-02-20 03:00:00+00:00,10Y1001A1001A92E,MAW,2565,2022-02-20 02:00:00+00:00,2565,1388.0
2022-02-20 03:00:00+00:00,2022-02-20 04:00:00+00:00,10Y1001A1001A92E,MAW,2560,2022-02-20 03:00:00+00:00,2560,1347.0
2022-02-20 04:00:00+00:00,2022-02-20 05:00:00+00:00,10Y1001A1001A92E,MAW,2552,2022-02-20 04:00:00+00:00,2552,1322.0
2022-02-20 05:00:00+00:00,2022-02-20 06:00:00+00:00,10Y1001A1001A92E,MAW,2668,2022-02-20 05:00:00+00:00,2668,1341.0
2022-02-20 06:00:00+00:00,2022-02-20 07:00:00+00:00,10Y1001A1001A92E,MAW,2763,2022-02-20 06:00:00+00:00,2763,1444.0
2022-02-20 07:00:00+00:00,2022-02-20 08:00:00+00:00,10Y1001A1001A92E,MAW,2646,2022-02-20 07:00:00+00:00,2646,1773.0
2022-02-20 08:00:00+00:00,2022-02-20 09:00:00+00:00,10Y1001A1001A92E,MAW,2938,2022-02-20 08:00:00+00:00,2938,2263.0
2022-02-20 09:00:00+00:00,2022-02-20 10:00:00+00:00,10Y1001A1001A92E,MAW,3412,2022-02-20 09:00:00+00:00,3412,2457.0
2022-02-20 10:00:00+00:00,2022-02-20 11:00:00+00:00,10Y1001A1001A92E,MAW,3718,2022-02-20 10:00:00+00:00,3718,2549.0
2022-02-20 11:00:00+00:00,2022-02-20 12:00:00+00:00,10Y1001A1001A92E,MAW,3640,2022-02-20 11:00:00+00:00,3640,2560.0
2022-02-20 12:00:00+00:00,2022-02-20 13:00:00+00:00,10Y1001A1001A92E,MAW,3818,2022-02-20 12:00:00+00:00,3818,2558.0
2022-02-20 13:00:00+00:00,2022-02-20 14:00:00+00:00,10Y1001A1001A92E,MAW,3880,2022-02-20 13:00:00+00:00,3880,2540.0
2022-02-20 14:00:00+00:00,2022-02-20 15:00:00+00:00,10Y1001A1001A92E,MAW,3662,2022-02-20 14:00:00+00:00,3662,2435.0
2022-02-20 15:00:00+00:00,2022-02-20 16:00:00+00:00,10Y1001A1001A92E,MAW,3462,2022-02-20 15:00:00+00:00,3462,2409.0
2022-02-20 16:00:00+00:00,2022-02-20 17:00:00+00:00,10Y1001A1001A92E,MAW,3468,2022-02-20 16:00:00+00:00,3468,2464.0
2022-02-20 17:00:00+00:00,2022-02-20 18:00:00+00:00,10Y1001A1001A92E,MAW,3456,2022-02-20 17:00:00+00:00,3456,2680.0
2022-02-20 18:00:00+00:00,2022-02-20 19:00:00+00:00,10Y1001A1001A92E,MAW,3608,2022-02-20 18:00:00+00:00,3608,2910.0
2022-02-20 19:00:00+00:00,2022-02-20 20:00:00+00:00,10Y1001A1001A92E,MAW,3646,2022-02-20 19:00:00+00:00,3646,2666.0
2022-02-20 20:00:00+00:00,2022-02-20 21:00:00+00:00,10Y1001A1001A92E,MAW,3494,2022-02-20 20:00:00+00:00,3494,2483.0
2022-02-20 21:00:00+00:00,2022-02-20 22:00:00+00:00,10Y1001A1001A92E,MAW,3497,2022-02-20 21:00:00+00:00,3497,2284.0
2022-02-20 22:00:00+00:00,2022-02-20 23:00:00+00:00,10Y1001A1001A92E,MAW,3176,2022-02-20 22:00:00+00:00,3176,2058.0
2022-02-20 23:00:00+00:00,2022-02-21 00:00:00+00:00,10Y1001A1001A92E,MAW,2938,2022-02-20 23:00:00+00:00,2938,1776.0
2022-02-21 00:00:00+00:00,2022-02-21 01:00:00+00:00,10Y1001A1001A92E,MAW,2454,2022-02-21 00:00:00+00:00,2454,1539.0
2022-02-21 01:00:00+00:00,2022-02-21 02:00:00+00:00,10Y1001A1001A92E,MAW,2081,2022-02-21 01:00:00+00:00,2081,1401.0
2022-02-21 02:00:00+00:00,2022-02-21 03:00:00+00:00,10Y1001A1001A92E,MAW,1630,2022-02-21 02:00:00+00:00,1630,1397.0
2022-02-21 03:00:00+00:00,2022-02-21 04:00:00+00:00,10Y1001A1001A92E,MAW,1512,2022-02-21 03:00:00+00:00,1512,1337.0
2022-02-21 04:00:00+00:00,2022-02-21 05:00:00+00:00,10Y1001A1001A92E,MAW,1750,2022-02-21 04:00:00+00:00,1750,1312.0
2022-02-21 05:00:00+00:00,2022-02-21 06:00:00+00:00,10Y1001A1001A92E,MAW,2280,2022-02-21 05:00:00+00:00,2280,1315.0
2022-02-21 06:00:00+00:00,2022-02-21 07:00:00+00:00,10Y1001A1001A92E,MAW,2920,2022-02-21 06:00:00+00:00,2920,1430.0
2022-02-21 07:00:00+00:00,2022-02-21 08:00:00+00:00,10Y1001A1001A92E,MAW,3274,2022-02-21 07:00:00+00:00,3274,1736.0
2022-02-21 08:00:00+00:00,2022-02-21 09:00:00+00:00,10Y1001A1001A92E,MAW,3228,2022-02-21 08:00:00+00:00,3228,2193.0
2022-02-21 09:00:00+00:00,2022-02-21 10:00:00+00:00,10Y1001A1001A92E,MAW,3180,2022-02-21 09:00:00+00:00,3180,2341.0
2022-02-21 10:00:00+00:00,2022-02-21 11:00:00+00:00,10Y1001A1001A92E,MAW,3284,2022-02-21 10:00:00+00:00,3284,2415.0
2022-02-21 11:00:00+00:00,2022-02-21 12:00:00+00:00,10Y1001A1001A92E,MAW,2972,2022-02-21 11:00:00+00:00,2972,2422.0
2022-02-21 12:00:00+00:00,2022-02-21 13:00:00+00:00,10Y1001A1001A92E,MAW,2413,2022-02-21 12:00:00+00:00,2413,2418.0
2022-02-21 13:00:00+00:00,2022-02-21 14:00:00+00:00,10Y1001A1001A92E,MAW,2036,2022-02-21 13:00:00+00:00,2036,2429.0
2022-02-21 14:00:00+00:00,2022-02-21 15:00:00+00:00,10Y1001A1001A92E,MAW,2068,2022-02-21 14:00:00+00:00,2068,2332.0
2022-02-21 15:00:00+00:00,2022-02-21 16:00:00+00:00,10Y1001A1001A92E,MAW,1448,2022-02-21 15:00:00+00:00,1448,2309.0
2022-02-21 16:00:00+00:00,2022-02-21 17:00:00+00:00,10Y1001A1001A92E,MAW,763,2022-02-21 16:00:00+00:00,763,2401.0
2022-02-21 17:00:00+00:00,2022-02-21 18:00:00+00:00,10Y1001A1001A92E,MAW,787,2022-02-21 17:00:00+00:00,787,2604.0
2022-02-21 18:00:00+00:00,2022-02-21 19:00:00+00:00,10Y1001A1001A92E,MAW,1524,2022-02-21 18:00:00+00:00,1524,2728.0
2022-02-21 19:00:00+00:00,2022-02-21 20:00:00+00:00,10Y1001A1001A92E,MAW,1974,2022-02-21 19:00:00+00:00,1974,2518.0
2022-02-21 20:00:00+00:00,2022-02-21 21:00:00+00:00,10Y1001A1001A92E,MAW,2136,2022-02-21 20:00:00+00:00,2136,2339.0
2022-02-21 21:00:00+00:00,2022-02-21 22:00:00+00:00,10Y1001A1001A92E,MAW,2240,2022-02-21 21:00:00+00:00,2240,2171.0
2022-02-21 22:00:00+00:00,2022-02-21 23:00:00+00:00,10Y1001A1001A92E,MAW,2784,2022-02-21 22:00:00+00:00,2784,1932.0
2022-02-21 23:00:00+00:00,2022-02-22 00:00:00+00:00,10Y1001A1001A92E,MAW,2994,2022-02-21 23:00:00+00:00,2994,1649.0
2022-02-22 00:00:00+00:00,2022-02-22 01:00:00+00:00,10Y1001A1001A92E,MAW,2854,2022-02-22 00:00:00+00:00,2854,1424.0
2022-02-22 01:00:00+00:00,2022-02-22 02:00:00+00:00,10Y1001A1001A92E,MAW,2848,2022-02-22 01:00:00+00:00,2848,1304.0
2022-02-22 02:00:00+00:00,2022-02-22 03:00:00+00:00,10Y1001A1001A92E,MAW,2401,2022-02-22 02:00:00+00:00,2401,1305.0
2022-02-22 03:00:00+00:00,2022-02-22 04:00:00+00:00,10Y1001A1001A92E,MAW,2332,2022-02-22 03:00:00+00:00,2332,1282.0
2022-02-22 04:00:00+00:00,2022-02-22 05:00:00+00:00,10Y1001A1001A92E,MAW,2276,2022-02-22 04:00:00+00:00,2276,1236.0
2022-02-22 05:00:00+00:00,2022-02-22 06:00:00+00:00,10Y1001A1001A92E,MAW,2435,2022-02-22 05:00:00+00:00,2435,1245.0
2022-02-22 06:00:00+00:00,2022-02-22 07:00:00+00:00,10Y1001A1001A92E,MAW,2052,2022-02-22 06:00:00+00:00,2052,1358.0
2022-02-22 07:00:00+00:00,2022-02-22 08:00:00+00:00,10Y1001A1001A92E,MAW,1942,2022-02-22 07:00:00+00:00,1942,1680.0
2022-02-22 08:00:00+00:00,2022-02-22 09:00:00+00:00,10Y1001A1001A92E,MAW,2276,2022-02-22 08:00:00+00:00,2276,2145.0
2022-02-22 09:00:00+00:00,2022-02-22 10:00:00+00:00,10Y1001A1001A92E,MAW,2610,2022-02-22 09:00:00+00:00,2610,2292.0
2022-02-22 10:00:00+00:00,2022-02-22 11:00:00+00:00,10Y1001A1001A92E,MAW,3165,2022-02-22 10:00:00+00:00,3165,2347.0
2022-02-22 11:00:00+00:00,2022-02-22 12:00:00+00:00,10Y1001A1001A92E,MAW,3616,2022-02-22 11:00:00+00:00,3616,2326.0
2022-02-22 12:00:00+00:00,2022-02-22 13:00:00+00:00,10Y1001A1001A92E,MAW,3350,2022-02-22 12:00:00+00:00,3350,2337.0
2022-02-22 13:00:00+00:00,2022-02-22 14:00:00+00:00,10Y1001A1001A92E,MAW,2910,2022-02-22 13:00:00+00:00,2910,2359.0
2022-02-22 14:00:00+00:00,2022-02-22 15:00:00+00:00,10Y1001A1001A92E,MAW,3264,2022-02-22 14:00:00+00:00,3264,2252.0
2022-02-22 15:00:00+00:00,2022-02-22 16:00:00+00:00,10Y1001A1001A92E,MAW,3130,2022-02-22 15:00:00+00:00,3130,2222.0
2022-02-22 16:00:00+00:00,2022-02-22 17:00:00+00:00,10Y1001A1001A92E,MAW,2802,2022-02-22 16:00:00+00:00,2802,2299.0
2022-02-22 17:00:00+00:00,2022-02-22 18:00:00+00:00,10Y1001A1001A92E,MAW,2370,2022-02-22 17:00:00+00:00,2370,2535.0
2022-02-22 18:00:00+00:00,2022-02-22 19:00:00+00:00,10Y1001A1001A92E,MAW,2566,2022-02-22 18:00:00+00:00,2566,2811.0
2022-02-22 19:00:00+00:00,2022-02-22 20:00:00+00:00,10Y1001A1001A92E,MAW,2328,2022-02-22 19:00:00+00:00,2328,2629.0
2022-02-22 20:00:00+00:00,2022-02-22 21:00:00+00:00,10Y1001A1001A92E,MAW,2467,2022-02-22 20:00:00+00:00,2467,2466.0
2022-02-22 21:00:00+00:00,2022-02-22 22:00:00+00:00,10Y1001A1001A92E,MAW,3090,2022-02-22 21:00:00+00:00,3090,2287.0
2022-02-22 22:00:00+00:00,2022-02-22 23:00:00+00:00,10Y1001A1001A92E,MAW,2819,2022-02-22 22:00:00+00:00,2819,2057.0
2022-02-22 23:00:00+00:00,2022-02-23 00:00:00+00:00,10Y1001A1001A92E,MAW,2305,2022-02-22 23:00:00+00:00,2305,1797.0
2022-02-23 00:00:00+00:00,2022-02-23 01:00:00+00:00,10Y1001A1001A92E,MAW,2504,2022-02-23 00:00:00+00:00,2504,1561.0
2022-02-23 01:00:00+00:00,2022-02-23 02:00:00+00:00,10Y1001A1001A92E,MAW,2486,2022-02-23 01:00:00+00:00,2486,1427.0
2022-02-23 02:00:00+00:00,2022-02-23 03:00:00+00:00,10Y1001A1001A92E,MAW,2267,2022-02-23 02:00:00+00:00,2267,1416.0
2022-02-23 03:00:00+00:00,2022-02-23 04:00:00+00:00,10Y1001A1001A92E,MAW,2138,2022-02-23 03:00:00+00:00,2138,1353.0
2022-02-23 04:00:00+00:00,2022-02-23 05:00:00+00:00,10Y1001A1001A92E,MAW,2132,2022-02-23 04:00:00+00:00,2132,1324.0
2022-02-23 05:00:00+00:00,2022-02-23 06:00:00+00:00,10Y1001A1001A92E,MAW,2560,2022-02-23 05:00:00+00:00,2560,1335.0
2022-02-23 06:00:00+00:00,2022-02-23 07:00:00+00:00,10Y1001A1001A92E,MAW,3412,2022-02-23 06:00:00+00:00,3412,1417.0
2022-02-23 07:00:00+00:00,2022-02-23 08:00:00+00:00,10Y1001A1001A92E,MAW,3531,2022-02-23 07:00:00+00:00,3531,1704.0
2022-02-23 08:00:00+00:00,2022-02-23 09:00:00+00:00,10Y1001A1001A92E,MAW,3556,2022-02-23 08:00:00+00:00,3556,2155.0
2022-02-23 09:00:00+00:00,2022-02-23 10:00:00+00:00,10Y1001A1001A92E,MAW,3699,2022-02-23 09:00:00+00:00,3699,2315.0
2022-02-23 10:00:00+00:00,2022-02-23 11:00:00+00:00,10Y1001A1001A92E,MAW,3867,2022-02-23 10:00:00+00:00,3867,2416.0
2022-02-23 11:00:00+00:00,2022-02-23 12:00:00+00:00,10Y1001A1001A92E,MAW,3794,2022-02-23 11:00:00+00:00,3794,2432.0
2022-02-23 12:00:00+00:00,2022-02-23 13:00:00+00:00,10Y1001A1001A92E,MAW,3653,2022-02-23 12:00:00+00:00,3653,2409.0
2022-02-23 13:00:00+00:00,2022-02-23 14:00:00+00:00,10Y1001A1001A92E,MAW,3474,2022-02-23 13:00:00+00:00,3474,2366.0
2022-02-23 14:00:00+00:00,2022-02-23 15:00:00+00:00,10Y1001A1001A92E,MAW,3418,2022-02-23 14:00:00+00:00,3418,2233.0
2022-02-23 15:00:00+00:00,2022-02-23 16:00:00+00:00,10Y1001A1001A92E,MAW,3374,2022-02-23 15:00:00+00:00,3374,2169.0
2022-02-23 16:00:00+00:00,2022-02-23 17:00:00+00:00,10Y1001A1001A92E,MAW,3066,2022-02-23 16:00:00+00:00,3066,2170.0
2022-02-23 17:00:00+00:00,2022-02-23 18:00:00+00:00,10Y1001A1001A92E,MAW,3261,2022-02-23 17:00:00+00:00,3261,2329.0
2022-02-23 18:00:00+00:00,2022-02-23 19:00:00+00:00,10Y1001A1001A92E,MAW,3286,2022-02-23 18:00:00+00:00,3286,2525.0
2022-02-23 19:00:00+00:00,2022-02-23 20:00:00+00:00,10Y1001A1001A92E,MAW,2771,2022-02-23 19:00:00+00:00,2771,2347.0
2022-02-23 20:00:00+00:00,2022-02-23 21:00:00+00:00,10Y1001A1001A92E,MAW,2181,2022-02-23 20:00:00+00:00,2181,2202.0
2022-02-23 21:00:00+00:00,2022-02-23 22:00:00+00:00,10Y1001A1001A92E,MAW,2024,2022-02-23 21:00:00+00:00,2024,2001.0
2022-02-23 22:00:00+00:00,2022-02-23 23:00:00+00:00,10Y1001A1001A92E,MAW,2074,2022-02-23 22:00:00+00:00,2074,1804.0
2022-02-23 23:00:00+00:00,2022-02-24 00:00:00+00:00,10Y1001A1001A92E,MAW,2038,2022-02-23 23:00:00+00:00,2038,1588.0
2022-02-24 00:00:00+00:00,2022-02-24 01:00:00+00:00,10Y1001A1001A92E,MAW,2328,2022-02-24 00:00:00+00:00,2328,1356.0
2022-02-24 01:00:00+00:00,2022-02-24 02:00:00+00:00,10Y1001A1001A92E,MAW,2412,2022-02-24 01:00:00+00:00,2412,1207.0
2022-02-24 02:00:00+00:00,2022-02-24 03:00:00+00:00,10Y1001A1001A92E,MAW,1892,2022-02-24 02:00:00+00:00,1892,1165.0
2022-02-24 03:00:00+00:00,2022-02-24 04:00:00+00:00,10Y1001A1001A92E,MAW,2000,2022-02-24 03:00:00+00:00,2000,1079.0
2022-02-24 04:00:00+00:00,2022-02-24 05:00:00+00:00,10Y1001A1001A92E,MAW,1639,2022-02-24 04:00:00+00:00,1639,1044.0
2022-02-24 05:00:00+00:00,2022-02-24 06:00:00+00:00,10Y1001A1001A92E,MAW,1659,2022-02-24 05:00:00+00:00,1659,1016.0
2022-02-24 06:00:00+00:00,2022-02-24 07:00:00+00:00,10Y1001A1001A92E,MAW,1453,2022-02-24 06:00:00+00:00,1453,1064.0
2022-02-24 07:00:00+00:00,2022-02-24 08:00:00+00:00,10Y1001A1001A92E,MAW,1590,2022-02-24 07:00:00+00:00,1590,1297.0
2022-02-24 08:00:00+00:00,2022-02-24 09:00:00+00:00,10Y1001A1001A92E,MAW,1783,2022-02-24 08:00:00+00:00,1783,1527.0
2022-02-24 09:00:00+00:00,2022-02-24 10:00:00+00:00,10Y1001A1001A92E,MAW,2188,2022-02-24 09:00:00+00:00,2188,1738.0
2022-02-24 10:00:00+00:00,2022-02-24 11:00:00+00:00,10Y1001A1001A92E,MAW,2416,2022-02-24 10:00:00+00:00,2416,1916.0
2022-02-24 11:00:00+00:00,2022-02-24 12:00:00+00:00,10Y1001A1001A92E,MAW,2398,2022-02-24 11:00:00+00:00,2398,1961.0
2022-02-24 12:00:00+00:00,2022-02-24 13:00:00+00:00,10Y1001A1001A92E,MAW,2352,2022-02-24 12:00:00+00:00,2352,1972.0
2022-02-24 13:00:00+00:00,2022-02-24 14:00:00+00:00,10Y1001A1001A92E,MAW,2856,2022-02-24 13:00:00+00:00,2856,1959.0
2022-02-24 14:00:00+00:00,2022-02-24 15:00:00+00:00,10Y1001A1001A92E,MAW,2818,2022-02-24 14:00:00+00:00,2818,1880.0
2022-02-24 15:00:00+00:00,2022-02-24 16:00:00+00:00,10Y1001A1001A92E,MAW,3174,2022-02-24 15:00:00+00:00,3174,1830.0
2022-02-24 16:00:00+00:00,2022-02-24 17:00:00+00:00,10Y1001A1001A92E,MAW,3214,2022-02-24 16:00:00+00:00,3214,1871.0
2022-02-24 17:00:00+00:00,2022-02-24 18:00:00+00:00,10Y1001A1001A92E,MAW,2687,2022-02-24 17:00:00+00:00,2687,2087.0
2022-02-24 18:00:00+00:00,2022-02-24 19:00:00+00:00,10Y1001A1001A92E,MAW,2315,2022-02-24 18:00:00+00:00,2315,2389.0
2022-02-24 19:00:00+00:00,2022-02-24 20:00:00+00:00,10Y1001A1001A92E,MAW,2090,2022-02-24 19:00:00+00:00,2090,2258.0
2022-02-24 20:00:00+00:00,2022-02-24 21:00:00+00:00,10Y1001A1001A92E,MAW,1978,2022-02-24 20:00:00+00:00,1978,2083.0
2022-02-24 21:00:00+00:00,2022-02-24 22:00:00+00:00,10Y1001A1001A92E,MAW,2164,2022-02-24 21:00:00+00:00,2164,1937.0
2022-02-24 22:00:00+00:00,2022-02-24 23:00:00+00:00,10Y1001A1001A92E,MAW,2230,2022-02-24 22:00:00+00:00,2230,916.0
2022-02-24 23:00:00+00:00,2022-02-25 00:00:00+00:00,10Y1001A1001A92E,MAW,2463,2022-02-24 23:00:00+00:00,2463,802.0
2022-02-25 00:00:00+00:00,2022-02-25 01:00:00+00:00,10Y1001A1001A92E,MAW,2422,2022-02-25 00:00:00+00:00,2422,1488.0
2022-02-25 01:00:00+00:00,2022-02-25 02:00:00+00:00,10Y1001A1001A92E,MAW,2080,2022-02-25 01:00:00+00:00,2080,1380.0
2022-02-25 02:00:00+00:00,2022-02-25 03:00:00+00:00,10Y1001A1001A92E,MAW,834,2022-02-25 02:00:00+00:00,834,693.0
2022-02-25 03:00:00+00:00,2022-02-25 04:00:00+00:00,10Y1001A1001A92E,MAW,445,2022-02-25 03:00:00+00:00,445,0.0
2022-02-25 04:00:00+00:00,2022-02-25 05:00:00+00:00,10Y1001A1001A92E,MAW,976,2022-02-25 04:00:00+00:00,976,624.0
2022-02-25 05:00:00+00:00,2022-02-25 06:00:00+00:00,10Y1001A1001A92E,MAW,1029,2022-02-25 05:00:00+00:00,1029,621.0
2022-02-25 06:00:00+00:00,2022-02-25 07:00:00+00:00,10Y1001A1001A92E,MAW,781,2022-02-25 06:00:00+00:00,781,637.0
2022-02-25 07:00:00+00:00,2022-02-25 08:00:00+00:00,10Y1001A1001A92E,MAW,650,2022-02-25 07:00:00+00:00,650,1353.0
2022-02-25 08:00:00+00:00,2022-02-25 09:00:00+00:00,10Y1001A1001A92E,MAW,686,2022-02-25 08:00:00+00:00,686,1476.0
2022-02-25 09:00:00+00:00,2022-02-25 10:00:00+00:00,10Y1001A1001A92E,MAW,820,2022-02-25 09:00:00+00:00,820,1610.0
2022-02-25 10:00:00+00:00,2022-02-25 11:00:00+00:00,10Y1001A1001A92E,MAW,908,2022-02-25 10:00:00+00:00,908,1805.0
2022-02-25 11:00:00+00:00,2022-02-25 12:00:00+00:00,10Y1001A1001A92E,MAW,1032,2022-02-25 11:00:00+00:00,1032,1912.0
2022-02-25 12:00:00+00:00,2022-02-25 13:00:00+00:00,10Y1001A1001A92E,MAW,1598,2022-02-25 12:00:00+00:00,1598,1997.0
2022-02-25 13:00:00+00:00,2022-02-25 14:00:00+00:00,10Y1001A1001A92E,MAW,2268,2022-02-25 13:00:00+00:00,2268,2078.0
2022-02-25 14:00:00+00:00,2022-02-25 15:00:00+00:00,10Y1001A1001A92E,MAW,2266,2022-02-25 14:00:00+00:00,2266,2069.0
2022-02-25 15:00:00+00:00,2022-02-25 16:00:00+00:00,10Y1001A1001A92E,MAW,2512,2022-02-25 15:00:00+00:00,2512,2040.0
2022-02-25 16:00:00+00:00,2022-02-25 17:00:00+00:00,10Y1001A1001A92E,MAW,2570,2022-02-25 16:00:00+00:00,2570,2060.0
2022-02-25 17:00:00+00:00,2022-02-25 18:00:00+00:00,10Y1001A1001A92E,MAW,2596,2022-02-25 17:00:00+00:00,2596,2188.0
2022-02-25 18:00:00+00:00,2022-02-25 19:00:00+00:00,10Y1001A1001A92E,MAW,2923,2022-02-25 18:00:00+00:00,2923,2364.0
2022-02-25 19:00:00+00:00,2022-02-25 20:00:00+00:00,10Y1001A1001A92E,MAW,3225,2022-02-25 19:00:00+00:00,3225,2223.0
2022-02-25 20:00:00+00:00,2022-02-25 21:00:00+00:00,10Y1001A1001A92E,MAW,3162,2022-02-25 20:00:00+00:00,3162,2074.0
2022-02-25 21:00:00+00:00,2022-02-25 22:00:00+00:00,10Y1001A1001A92E,MAW,3232,2022-02-25 21:00:00+00:00,3232,1913.0
2022-02-25 22:00:00+00:00,2022-02-25 23:00:00+00:00,10Y1001A1001A92E,MAW,3584,2022-02-25 22:00:00+00:00,3584,1709.0
2022-02-25 23:00:00+00:00,2022-02-26 00:00:00+00:00,10Y1001A1001A92E,MAW,3536,2022-02-25 23:00:00+00:00,3536,1467.0
2022-02-26 00:00:00+00:00,2022-02-26 01:00:00+00:00,10Y1001A1001A92E,MAW,3037,2022-02-26 00:00:00+00:00,3037,1285.0
2022-02-26 01:00:00+00:00,2022-02-26 02:00:00+00:00,10Y1001A1001A92E,MAW,2948,2022-02-26 01:00:00+00:00,2948,1162.0
2022-02-26 02:00:00+00:00,2022-02-26 03:00:00+00:00,10Y1001A1001A92E,MAW,2749,2022-02-26 02:00:00+00:00,2749,1164.0
