StartTime,EndTime,AreaID,UnitName,quantity_B01,hourly_time,quantity_B16,quantity_B17,quantity_B18,quantity_B19,total_green_energy,Load
2021-12-31 23:00:00+00:00,2022-01-01 00:00:00+00:00,10Y1001A1001A65H,MAW,468,2021-12-31 23:00:00+00:00,1,169,1875,1308,3821,3314
2022-01-01 00:00:00+00:00,2022-01-01 01:00:00+00:00,10Y1001A1001A65H,MAW,511,2022-01-01 00:00:00+00:00,1,169,1904,1189,3774,3218
2022-01-01 01:00:00+00:00,2022-01-01 02:00:00+00:00,10Y1001A1001A65H,MAW,519,2022-01-01 01:00:00+00:00,1,169,1738,1051,3478,3126
2022-01-01 02:00:00+00:00,2022-01-01 03:00:00+00:00,10Y1001A1001A65H,MAW,558,2022-01-01 02:00:00+00:00,1,169,1436,1048,3212,3080
2022-01-01 03:00:00+00:00,2022-01-01 04:00:00+00:00,10Y1001A1001A65H,MAW,468,2022-01-01 03:00:00+00:00,1,169,1505,878,3021,3044
2022-01-01 04:00:00+00:00,2022-01-01 05:00:00+00:00,10Y1001A1001A65H,MAW,505,2022-01-01 04:00:00+00:00,1,168,1391,827,2892,3130
2022-01-01 05:00:00+00:00,2022-01-01 06:00:00+00:00,10Y1001A1001A65H,MAW,554,2022-01-01 05:00:00+00:00,1,165,1407,617,2744,3238
2022-01-01 06:00:00+00:00,2022-01-01 07:00:00+00:00,10Y1001A1001A65H,MAW,720,2022-01-01 06:00:00+00:00,1,170,1098,474,2463,3378
2022-01-01 07:00:00+00:00,2022-01-01 08:00:00+00:00,10Y1001A1001A65H,MAW,714,2022-01-01 07:00:00+00:00,12,171,734,346,1977,3537
2022-01-01 08:00:00+00:00,2022-01-01 09:00:00+00:00,10Y1001A1001A65H,MAW,675,2022-01-01 08:00:00+00:00,45,165,703,232,1820,3714
2022-01-01 09:00:00+00:00,2022-01-01 10:00:00+00:00,10Y1001A1001A65H,MAW,668,2022-01-01 09:00:00+00:00,67,169,610,256,1770,3818
2022-01-01 10:00:00+00:00,2022-01-01 11:00:00+00:00,10Y1001A1001A65H,MAW,732,2022-01-01 10:00:00+00:00,62,170,653,385,2002,3893
2022-01-01 11:00:00+00:00,2022-01-01 12:00:00+00:00,10Y1001A1001A65H,MAW,649,2022-01-01 11:00:00+00:00,40,171,714,501,2075,3943
2022-01-01 12:00:00+00:00,2022-01-01 13:00:00+00:00,10Y1001A1001A65H,MAW,756,2022-01-01 12:00:00+00:00,20,175,763,577,2291,3915
2022-01-01 13:00:00+00:00,2022-01-01 14:00:00+00:00,10Y1001A1001A65H,MAW,803,2022-01-01 13:00:00+00:00,3,182,893,799,2680,3988
2022-01-01 14:00:00+00:00,2022-01-01 15:00:00+00:00,10Y1001A1001A65H,MAW,851,2022-01-01 14:00:00+00:00,1,180,1034,1314,3380,4213
2022-01-01 15:00:00+00:00,2022-01-01 16:00:00+00:00,10Y1001A1001A65H,MAW,875,2022-01-01 15:00:00+00:00,1,177,1102,1793,3948,4473
2022-01-01 16:00:00+00:00,2022-01-01 17:00:00+00:00,10Y1001A1001A65H,MAW,850,2022-01-01 16:00:00+00:00,1,181,1415,2073,4520,4407
2022-01-01 17:00:00+00:00,2022-01-01 18:00:00+00:00,10Y1001A1001A65H,MAW,838,2022-01-01 17:00:00+00:00,1,180,1748,2205,4972,4133
2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+00:00,10Y1001A1001A65H,MAW,693,2022-01-01 18:00:00+00:00,1,176,1962,2396,5228,3970
2022-01-01 19:00:00+00:00,2022-01-01 20:00:00+00:00,10Y1001A1001A65H,MAW,545,2022-01-01 19:00:00+00:00,1,176,2075,2476,5273,3821
2022-01-01 20:00:00+00:00,2022-01-01 21:00:00+00:00,10Y1001A1001A65H,MAW,472,2022-01-01 20:00:00+00:00,1,176,2048,2371,5068,3619
2022-01-01 21:00:00+00:00,2022-01-01 22:00:00+00:00,10Y1001A1001A65H,MAW,415,2022-01-01 21:00:00+00:00,1,176,2056,2275,4923,3462
2022-01-01 22:00:00+00:00,2022-01-01 23:00:00+00:00,10Y1001A1001A65H,MAW,365,2022-01-01 22:00:00+00:00,1,176,1950,1762,4254,3351
2022-01-01 23:00:00+00:00,2022-01-02 00:00:00+00:00,10Y1001A1001A65H,MAW,361,2022-01-01 23:00:00+00:00,1,175,1838,1760,4135,3173
2022-01-02 00:00:00+00:00,2022-01-02 01:00:00+00:00,10Y1001A1001A65H,MAW,353,2022-01-02 00:00:00+00:00,1,173,1861,1744,4132,3128
2022-01-02 01:00:00+00:00,2022-01-02 02:00:00+00:00,10Y1001A1001A65H,MAW,384,2022-01-02 01:00:00+00:00,1,175,1853,1494,3907,3093
2022-01-02 02:00:00+00:00,2022-01-02 03:00:00+00:00,10Y1001A1001A65H,MAW,421,2022-01-02 02:00:00+00:00,1,173,1826,1569,3990,3063
2022-01-02 03:00:00+00:00,2022-01-02 04:00:00+00:00,10Y1001A1001A65H,MAW,344,2022-01-02 03:00:00+00:00,1,174,1831,1638,3988,3149
2022-01-02 04:00:00+00:00,2022-01-02 05:00:00+00:00,10Y1001A1001A65H,MAW,395,2022-01-02 04:00:00+00:00,1,175,1680,1624,3875,3260
2022-01-02 05:00:00+00:00,2022-01-02 06:00:00+00:00,10Y1001A1001A65H,MAW,423,2022-01-02 05:00:00+00:00,1,175,1660,1579,3838,3455
2022-01-02 06:00:00+00:00,2022-01-02 07:00:00+00:00,10Y1001A1001A65H,MAW,548,2022-01-02 06:00:00+00:00,1,177,1579,1511,3816,3722
2022-01-02 07:00:00+00:00,2022-01-02 08:00:00+00:00,10Y1001A1001A65H,MAW,575,2022-01-02 07:00:00+00:00,3,177,1534,1385,3674,3905
2022-01-02 08:00:00+00:00,2022-01-02 09:00:00+00:00,10Y1001A1001A65H,MAW,651,2022-01-02 08:00:00+00:00,16,177,1386,1288,3518,4097
2022-01-02 09:00:00+00:00,2022-01-02 10:00:00+00:00,10Y1001A1001A65H,MAW,710,2022-01-02 09:00:00+00:00,24,178,1197,1046,3155,4167
2022-01-02 10:00:00+00:00,2022-01-02 11:00:00+00:00,10Y1001A1001A65H,MAW,716,2022-01-02 10:00:00+00:00,30,176,1052,837,2811,4198
2022-01-02 11:00:00+00:00,2022-01-02 12:00:00+00:00,10Y1001A1001A65H,MAW,678,2022-01-02 11:00:00+00:00,26,176,736,740,2356,4212
2022-01-02 12:00:00+00:00,2022-01-02 13:00:00+00:00,10Y1001A1001A65H,MAW,754,2022-01-02 12:00:00+00:00,14,177,709,736,2390,4191
2022-01-02 13:00:00+00:00,2022-01-02 14:00:00+00:00,10Y1001A1001A65H,MAW,743,2022-01-02 13:00:00+00:00,2,176,976,773,2670,4301
2022-01-02 14:00:00+00:00,2022-01-02 15:00:00+00:00,10Y1001A1001A65H,MAW,854,2022-01-02 14:00:00+00:00,1,177,1289,929,3250,4521
2022-01-02 15:00:00+00:00,2022-01-02 16:00:00+00:00,10Y1001A1001A65H,MAW,861,2022-01-02 15:00:00+00:00,1,178,1436,1280,3756,4873
2022-01-02 16:00:00+00:00,2022-01-02 17:00:00+00:00,10Y1001A1001A65H,MAW,823,2022-01-02 16:00:00+00:00,1,177,1747,1618,4366,4735
2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+00:00,10Y1001A1001A65H,MAW,810,2022-01-02 17:00:00+00:00,1,177,1908,2078,4974,4433
2022-01-02 18:00:00+00:00,2022-01-02 19:00:00+00:00,10Y1001A1001A65H,MAW,570,2022-01-02 18:00:00+00:00,1,177,1997,2317,5062,4183
2022-01-02 19:00:00+00:00,2022-01-02 20:00:00+00:00,10Y1001A1001A65H,MAW,495,2022-01-02 19:00:00+00:00,1,176,1970,2262,4904,3974
2022-01-02 20:00:00+00:00,2022-01-02 21:00:00+00:00,10Y1001A1001A65H,MAW,528,2022-01-02 20:00:00+00:00,1,176,1839,2014,4558,3769
2022-01-02 21:00:00+00:00,2022-01-02 22:00:00+00:00,10Y1001A1001A65H,MAW,467,2022-01-02 21:00:00+00:00,1,175,1747,1733,4123,3559
2022-01-02 22:00:00+00:00,2022-01-02 23:00:00+00:00,10Y1001A1001A65H,MAW,464,2022-01-02 22:00:00+00:00,1,166,1585,1565,3781,3394
2022-01-02 23:00:00+00:00,2022-01-03 00:00:00+00:00,10Y1001A1001A65H,MAW,432,2022-01-02 23:00:00+00:00,1,166,1395,1596,3590,3345
2022-01-03 00:00:00+00:00,2022-01-03 01:00:00+00:00,10Y1001A1001A65H,MAW,409,2022-01-03 00:00:00+00:00,1,166,1284,1579,3439,3308
2022-01-03 01:00:00+00:00,2022-01-03 02:00:00+00:00,10Y1001A1001A65H,MAW,381,2022-01-03 01:00:00+00:00,1,166,1132,1783,3463,3285
2022-01-03 02:00:00+00:00,2022-01-03 03:00:00+00:00,10Y1001A1001A65H,MAW,360,2022-01-03 02:00:00+00:00,1,164,1396,1943,3864,3361
2022-01-03 03:00:00+00:00,2022-01-03 04:00:00+00:00,10Y1001A1001A65H,MAW,486,2022-01-03 03:00:00+00:00,1,167,1725,2100,4479,3584
2022-01-03 04:00:00+00:00,2022-01-03 05:00:00+00:00,10Y1001A1001A65H,MAW,539,2022-01-03 04:00:00+00:00,1,169,1852,2414,4975,4201
2022-01-03 05:00:00+00:00,2022-01-03 06:00:00+00:00,10Y1001A1001A65H,MAW,722,2022-01-03 05:00:00+00:00,1,176,1846,2464,5209,4772
2022-01-03 06:00:00+00:00,2022-01-03 07:00:00+00:00,10Y1001A1001A65H,MAW,790,2022-01-03 06:00:00+00:00,1,177,1970,2401,5339,5079
2022-01-03 07:00:00+00:00,2022-01-03 08:00:00+00:00,10Y1001A1001A65H,MAW,809,2022-01-03 07:00:00+00:00,12,174,2032,2900,5927,5072
2022-01-03 08:00:00+00:00,2022-01-03 09:00:00+00:00,10Y1001A1001A65H,MAW,843,2022-01-03 08:00:00+00:00,38,177,2071,3072,6201,5190
2022-01-03 09:00:00+00:00,2022-01-03 10:00:00+00:00,10Y1001A1001A65H,MAW,841,2022-01-03 09:00:00+00:00,65,176,2086,3280,6448,5246
2022-01-03 10:00:00+00:00,2022-01-03 11:00:00+00:00,10Y1001A1001A65H,MAW,852,2022-01-03 10:00:00+00:00,83,174,2091,3356,6556,5134
2022-01-03 11:00:00+00:00,2022-01-03 12:00:00+00:00,10Y1001A1001A65H,MAW,800,2022-01-03 11:00:00+00:00,84,173,2088,3418,6563,5078
2022-01-03 12:00:00+00:00,2022-01-03 13:00:00+00:00,10Y1001A1001A65H,MAW,757,2022-01-03 12:00:00+00:00,59,173,2060,3433,6482,5043
2022-01-03 13:00:00+00:00,2022-01-03 14:00:00+00:00,10Y1001A1001A65H,MAW,813,2022-01-03 13:00:00+00:00,14,172,2081,3470,6550,5021
2022-01-03 14:00:00+00:00,2022-01-03 15:00:00+00:00,10Y1001A1001A65H,MAW,827,2022-01-03 14:00:00+00:00,1,174,2035,3498,6535,5200
2022-01-03 15:00:00+00:00,2022-01-03 16:00:00+00:00,10Y1001A1001A65H,MAW,840,2022-01-03 15:00:00+00:00,1,177,2070,3571,6659,5535
2022-01-03 16:00:00+00:00,2022-01-03 17:00:00+00:00,10Y1001A1001A65H,MAW,706,2022-01-03 16:00:00+00:00,1,173,2000,3444,6324,5326
2022-01-03 17:00:00+00:00,2022-01-03 18:00:00+00:00,10Y1001A1001A65H,MAW,725,2022-01-03 17:00:00+00:00,1,176,2013,2844,5759,4973
2022-01-03 18:00:00+00:00,2022-01-03 19:00:00+00:00,10Y1001A1001A65H,MAW,701,2022-01-03 18:00:00+00:00,1,173,1955,2384,5214,4586
2022-01-03 19:00:00+00:00,2022-01-03 20:00:00+00:00,10Y1001A1001A65H,MAW,816,2022-01-03 19:00:00+00:00,1,175,1650,1984,4626,4316
2022-01-03 20:00:00+00:00,2022-01-03 21:00:00+00:00,10Y1001A1001A65H,MAW,841,2022-01-03 20:00:00+00:00,1,174,1527,1711,4254,4040
2022-01-03 21:00:00+00:00,2022-01-03 22:00:00+00:00,10Y1001A1001A65H,MAW,688,2022-01-03 21:00:00+00:00,1,171,1481,1522,3863,3758
2022-01-03 22:00:00+00:00,2022-01-03 23:00:00+00:00,10Y1001A1001A65H,MAW,558,2022-01-03 22:00:00+00:00,1,174,1401,1278,3412,3577
2022-01-03 23:00:00+00:00,2022-01-04 00:00:00+00:00,10Y1001A1001A65H,MAW,597,2022-01-03 23:00:00+00:00,1,172,1293,1042,3105,3488
2022-01-04 00:00:00+00:00,2022-01-04 01:00:00+00:00,10Y1001A1001A65H,MAW,660,2022-01-04 00:00:00+00:00,1,165,1191,884,2901,3429
2022-01-04 01:00:00+00:00,2022-01-04 02:00:00+00:00,10Y1001A1001A65H,MAW,745,2022-01-04 01:00:00+00:00,1,150,1176,866,2938,3454
2022-01-04 02:00:00+00:00,2022-01-04 03:00:00+00:00,10Y1001A1001A65H,MAW,825,2022-01-04 02:00:00+00:00,1,151,1073,845,2895,3528
2022-01-04 03:00:00+00:00,2022-01-04 04:00:00+00:00,10Y1001A1001A65H,MAW,887,2022-01-04 03:00:00+00:00,1,155,772,815,2630,3716
2022-01-04 04:00:00+00:00,2022-01-04 05:00:00+00:00,10Y1001A1001A65H,MAW,939,2022-01-04 04:00:00+00:00,1,159,705,876,2680,4255
2022-01-04 05:00:00+00:00,2022-01-04 06:00:00+00:00,10Y1001A1001A65H,MAW,928,2022-01-04 05:00:00+00:00,1,158,858,982,2927,4878
2022-01-04 06:00:00+00:00,2022-01-04 07:00:00+00:00,10Y1001A1001A65H,MAW,906,2022-01-04 06:00:00+00:00,1,160,819,1000,2886,5205
2022-01-04 07:00:00+00:00,2022-01-04 08:00:00+00:00,10Y1001A1001A65H,MAW,887,2022-01-04 07:00:00+00:00,19,176,918,1025,3025,5238
2022-01-04 08:00:00+00:00,2022-01-04 09:00:00+00:00,10Y1001A1001A65H,MAW,886,2022-01-04 08:00:00+00:00,101,180,1021,1009,3197,5314
2022-01-04 09:00:00+00:00,2022-01-04 10:00:00+00:00,10Y1001A1001A65H,MAW,866,2022-01-04 09:00:00+00:00,169,165,1227,1047,3474,5333
2022-01-04 10:00:00+00:00,2022-01-04 11:00:00+00:00,10Y1001A1001A65H,MAW,865,2022-01-04 10:00:00+00:00,247,179,1436,1099,3826,5260
2022-01-04 11:00:00+00:00,2022-01-04 12:00:00+00:00,10Y1001A1001A65H,MAW,843,2022-01-04 11:00:00+00:00,245,163,1205,1232,3688,5227
2022-01-04 12:00:00+00:00,2022-01-04 13:00:00+00:00,10Y1001A1001A65H,MAW,858,2022-01-04 12:00:00+00:00,146,177,1308,1422,3911,5188
2022-01-04 13:00:00+00:00,2022-01-04 14:00:00+00:00,10Y1001A1001A65H,MAW,841,2022-01-04 13:00:00+00:00,44,192,1437,1538,4052,5091
2022-01-04 14:00:00+00:00,2022-01-04 15:00:00+00:00,10Y1001A1001A65H,MAW,863,2022-01-04 14:00:00+00:00,4,195,1251,1773,4086,5299
2022-01-04 15:00:00+00:00,2022-01-04 16:00:00+00:00,10Y1001A1001A65H,MAW,901,2022-01-04 15:00:00+00:00,3,193,1324,1889,4310,5641
2022-01-04 16:00:00+00:00,2022-01-04 17:00:00+00:00,10Y1001A1001A65H,MAW,930,2022-01-04 16:00:00+00:00,3,191,1608,1895,4627,5430
2022-01-04 17:00:00+00:00,2022-01-04 18:00:00+00:00,10Y1001A1001A65H,MAW,919,2022-01-04 17:00:00+00:00,3,193,1963,2138,5216,5147
2022-01-04 18:00:00+00:00,2022-01-04 19:00:00+00:00,10Y1001A1001A65H,MAW,918,2022-01-04 18:00:00+00:00,3,185,1957,2477,5540,4855
2022-01-04 19:00:00+00:00,2022-01-04 20:00:00+00:00,10Y1001A1001A65H,MAW,877,2022-01-04 19:00:00+00:00,3,166,1998,2677,5721,4594
2022-01-04 20:00:00+00:00,2022-01-04 21:00:00+00:00,10Y1001A1001A65H,MAW,861,2022-01-04 20:00:00+00:00,3,160,2049,2630,5703,4322
2022-01-04 21:00:00+00:00,2022-01-04 22:00:00+00:00,10Y1001A1001A65H,MAW,830,2022-01-04 21:00:00+00:00,3,173,2096,2510,5612,4036
2022-01-04 22:00:00+00:00,2022-01-04 23:00:00+00:00,10Y1001A1001A65H,MAW,803,2022-01-04 22:00:00+00:00,3,150,2026,2670,5652,3905
2022-01-04 23:00:00+00:00,2022-01-05 00:00:00+00:00,10Y1001A1001A65H,MAW,827,2022-01-04 23:00:00+00:00,3,141,2098,2662,5731,3780
2022-01-05 00:00:00+00:00,2022-01-05 01:00:00+00:00,10Y1001A1001A65H,MAW,769,2022-01-05 00:00:00+00:00,3,152,2053,2234,5211,3879
2022-01-05 01:00:00+00:00,2022-01-05 02:00:00+00:00,10Y1001A1001A65H,MAW,774,2022-01-05 01:00:00+00:00,3,157,2013,2072,5019,3864
2022-01-05 02:00:00+00:00,2022-01-05 03:00:00+00:00,10Y1001A1001A65H,MAW,808,2022-01-05 02:00:00+00:00,3,160,2060,1877,4908,3871
2022-01-05 03:00:00+00:00,2022-01-05 04:00:00+00:00,10Y1001A1001A65H,MAW,835,2022-01-05 03:00:00+00:00,3,165,2092,1778,4873,3959
2022-01-05 04:00:00+00:00,2022-01-05 05:00:00+00:00,10Y1001A1001A65H,MAW,840,2022-01-05 04:00:00+00:00,3,175,2040,1753,4811,4512
2022-01-05 05:00:00+00:00,2022-01-05 06:00:00+00:00,10Y1001A1001A65H,MAW,877,2022-01-05 05:00:00+00:00,3,180,1980,1468,4508,5145
2022-01-05 06:00:00+00:00,2022-01-05 07:00:00+00:00,10Y1001A1001A65H,MAW,877,2022-01-05 06:00:00+00:00,5,189,1943,1139,4153,5389
2022-01-05 07:00:00+00:00,2022-01-05 08:00:00+00:00,10Y1001A1001A65H,MAW,846,2022-01-05 07:00:00+00:00,33,190,1938,875,3882,5428
2022-01-05 08:00:00+00:00,2022-01-05 09:00:00+00:00,10Y1001A1001A65H,MAW,859,2022-01-05 08:00:00+00:00,115,192,1954,924,4044,5469
2022-01-05 09:00:00+00:00,2022-01-05 10:00:00+00:00,10Y1001A1001A65H,MAW,889,2022-01-05 09:00:00+00:00,187,191,1859,1178,4304,5472
2022-01-05 10:00:00+00:00,2022-01-05 11:00:00+00:00,10Y1001A1001A65H,MAW,902,2022-01-05 10:00:00+00:00,177,189,1804,1458,4530,5433
2022-01-05 11:00:00+00:00,2022-01-05 12:00:00+00:00,10Y1001A1001A65H,MAW,898,2022-01-05 11:00:00+00:00,118,180,1788,1806,4790,5414
2022-01-05 12:00:00+00:00,2022-01-05 13:00:00+00:00,10Y1001A1001A65H,MAW,886,2022-01-05 12:00:00+00:00,59,184,1959,1924,5012,5362
2022-01-05 13:00:00+00:00,2022-01-05 14:00:00+00:00,10Y1001A1001A65H,MAW,853,2022-01-05 13:00:00+00:00,23,192,1924,1755,4747,5284
2022-01-05 14:00:00+00:00,2022-01-05 15:00:00+00:00,10Y1001A1001A65H,MAW,907,2022-01-05 14:00:00+00:00,3,190,1707,1707,4514,5458
2022-01-05 15:00:00+00:00,2022-01-05 16:00:00+00:00,10Y1001A1001A65H,MAW,921,2022-01-05 15:00:00+00:00,3,181,1614,1829,4548,5818
2022-01-05 16:00:00+00:00,2022-01-05 17:00:00+00:00,10Y1001A1001A65H,MAW,843,2022-01-05 16:00:00+00:00,3,185,1521,1917,4469,5596
2022-01-05 17:00:00+00:00,2022-01-05 18:00:00+00:00,10Y1001A1001A65H,MAW,831,2022-01-05 17:00:00+00:00,3,198,1638,1950,4620,5287
2022-01-05 18:00:00+00:00,2022-01-05 19:00:00+00:00,10Y1001A1001A65H,MAW,785,2022-01-05 18:00:00+00:00,3,179,1783,1803,4553,5031
2022-01-05 19:00:00+00:00,2022-01-05 20:00:00+00:00,10Y1001A1001A65H,MAW,806,2022-01-05 19:00:00+00:00,3,185,1820,1575,4389,4844
2022-01-05 20:00:00+00:00,2022-01-05 21:00:00+00:00,10Y1001A1001A65H,MAW,803,2022-01-05 20:00:00+00:00,3,187,1631,1443,4067,4572
2022-01-05 21:00:00+00:00,2022-01-05 22:00:00+00:00,10Y1001A1001A65H,MAW,865,2022-01-05 21:00:00+00:00,3,184,1645,1380,4077,4315
2022-01-05 22:00:00+00:00,2022-01-05 23:00:00+00:00,10Y1001A1001A65H,MAW,834,2022-01-05 22:00:00+00:00,3,169,1933,1262,4201,4051
2022-01-05 23:00:00+00:00,2022-01-06 00:00:00+00:00,10Y1001A1001A65H,MAW,839,2022-01-05 23:00:00+00:00,3,166,1874,1100,3982,3967
2022-01-06 00:00:00+00:00,2022-01-06 01:00:00+00:00,10Y1001A1001A65H,MAW,833,2022-01-06 00:00:00+00:00,3,167,1686,954,3643,3895
2022-01-06 01:00:00+00:00,2022-01-06 02:00:00+00:00,10Y1001A1001A65H,MAW,839,2022-01-06 01:00:00+00:00,3,167,1504,739,3252,3864
2022-01-06 02:00:00+00:00,2022-01-06 03:00:00+00:00,10Y1001A1001A65H,MAW,838,2022-01-06 02:00:00+00:00,3,167,1387,569,2964,3941
2022-01-06 03:00:00+00:00,2022-01-06 04:00:00+00:00,10Y1001A1001A65H,MAW,847,2022-01-06 03:00:00+00:00,3,170,1161,435,2616,4163
2022-01-06 04:00:00+00:00,2022-01-06 05:00:00+00:00,10Y1001A1001A65H,MAW,869,2022-01-06 04:00:00+00:00,3,177,898,308,2255,4765
2022-01-06 05:00:00+00:00,2022-01-06 06:00:00+00:00,10Y1001A1001A65H,MAW,854,2022-01-06 05:00:00+00:00,3,181,810,242,2090,5371
2022-01-06 06:00:00+00:00,2022-01-06 07:00:00+00:00,10Y1001A1001A65H,MAW,882,2022-01-06 06:00:00+00:00,5,180,797,235,2099,5633
2022-01-06 07:00:00+00:00,2022-01-06 08:00:00+00:00,10Y1001A1001A65H,MAW,921,2022-01-06 07:00:00+00:00,78,180,650,292,2121,5608
2022-01-06 08:00:00+00:00,2022-01-06 09:00:00+00:00,10Y1001A1001A65H,MAW,898,2022-01-06 08:00:00+00:00,275,186,512,379,2250,5592
2022-01-06 09:00:00+00:00,2022-01-06 10:00:00+00:00,10Y1001A1001A65H,MAW,883,2022-01-06 09:00:00+00:00,449,192,400,291,2215,5447
2022-01-06 10:00:00+00:00,2022-01-06 11:00:00+00:00,10Y1001A1001A65H,MAW,868,2022-01-06 10:00:00+00:00,498,193,348,197,2104,5326
2022-01-06 11:00:00+00:00,2022-01-06 12:00:00+00:00,10Y1001A1001A65H,MAW,869,2022-01-06 11:00:00+00:00,418,196,354,166,2003,5293
2022-01-06 12:00:00+00:00,2022-01-06 13:00:00+00:00,10Y1001A1001A65H,MAW,875,2022-01-06 12:00:00+00:00,196,198,332,226,1827,5205
2022-01-06 13:00:00+00:00,2022-01-06 14:00:00+00:00,10Y1001A1001A65H,MAW,841,2022-01-06 13:00:00+00:00,50,199,295,317,1702,5163
2022-01-06 14:00:00+00:00,2022-01-06 15:00:00+00:00,10Y1001A1001A65H,MAW,848,2022-01-06 14:00:00+00:00,4,200,379,493,1924,5410
2022-01-06 15:00:00+00:00,2022-01-06 16:00:00+00:00,10Y1001A1001A65H,MAW,831,2022-01-06 15:00:00+00:00,3,199,504,649,2186,5817
2022-01-06 16:00:00+00:00,2022-01-06 17:00:00+00:00,10Y1001A1001A65H,MAW,834,2022-01-06 16:00:00+00:00,3,199,743,782,2561,5655
2022-01-06 17:00:00+00:00,2022-01-06 18:00:00+00:00,10Y1001A1001A65H,MAW,820,2022-01-06 17:00:00+00:00,3,197,962,942,2924,5309
2022-01-06 18:00:00+00:00,2022-01-06 19:00:00+00:00,10Y1001A1001A65H,MAW,827,2022-01-06 18:00:00+00:00,3,197,1127,1059,3213,5009
2022-01-06 19:00:00+00:00,2022-01-06 20:00:00+00:00,10Y1001A1001A65H,MAW,842,2022-01-06 19:00:00+00:00,3,196,1235,1142,3418,4730
2022-01-06 20:00:00+00:00,2022-01-06 21:00:00+00:00,10Y1001A1001A65H,MAW,835,2022-01-06 20:00:00+00:00,3,196,1335,1351,3720,4498
2022-01-06 21:00:00+00:00,2022-01-06 22:00:00+00:00,10Y1001A1001A65H,MAW,826,2022-01-06 21:00:00+00:00,3,194,1446,1463,3932,4232
2022-01-06 22:00:00+00:00,2022-01-06 23:00:00+00:00,10Y1001A1001A65H,MAW,826,2022-01-06 22:00:00+00:00,3,161,1556,1645,4191,3987
2022-01-06 23:00:00+00:00,2022-01-07 00:00:00+00:00,10Y1001A1001A65H,MAW,826,2022-01-06 23:00:00+00:00,3,158,1737,1827,4551,3853
2022-01-07 00:00:00+00:00,2022-01-07 01:00:00+00:00,10Y1001A1001A65H,MAW,821,2022-01-07 00:00:00+00:00,3,158,1774,2081,4837,3869
2022-01-07 01:00:00+00:00,2022-01-07 02:00:00+00:00,10Y1001A1001A65H,MAW,833,2022-01-07 01:00:00+00:00,3,158,1958,2433,5385,3872
2022-01-07 02:00:00+00:00,2022-01-07 03:00:00+00:00,10Y1001A1001A65H,MAW,816,2022-01-07 02:00:00+00:00,3,157,2029,2630,5635,3852
2022-01-07 03:00:00+00:00,2022-01-07 04:00:00+00:00,10Y1001A1001A65H,MAW,807,2022-01-07 03:00:00+00:00,3,157,2040,2728,5735,4171
2022-01-07 04:00:00+00:00,2022-01-07 05:00:00+00:00,10Y1001A1001A65H,MAW,821,2022-01-07 04:00:00+00:00,3,182,2064,2853,5923,4794
2022-01-07 05:00:00+00:00,2022-01-07 06:00:00+00:00,10Y1001A1001A65H,MAW,862,2022-01-07 05:00:00+00:00,3,188,2055,2741,5849,5394
2022-01-07 06:00:00+00:00,2022-01-07 07:00:00+00:00,10Y1001A1001A65H,MAW,927,2022-01-07 06:00:00+00:00,3,187,1968,2445,5530,5609
2022-01-07 07:00:00+00:00,2022-01-07 08:00:00+00:00,10Y1001A1001A65H,MAW,864,2022-01-07 07:00:00+00:00,8,187,1583,2243,4885,5619
2022-01-07 08:00:00+00:00,2022-01-07 09:00:00+00:00,10Y1001A1001A65H,MAW,864,2022-01-07 08:00:00+00:00,46,185,1845,1908,4848,5591
2022-01-07 09:00:00+00:00,2022-01-07 10:00:00+00:00,10Y1001A1001A65H,MAW,843,2022-01-07 09:00:00+00:00,84,180,1869,1804,4780,5597
2022-01-07 10:00:00+00:00,2022-01-07 11:00:00+00:00,10Y1001A1001A65H,MAW,839,2022-01-07 10:00:00+00:00,142,184,1880,1619,4664,5519
2022-01-07 11:00:00+00:00,2022-01-07 12:00:00+00:00,10Y1001A1001A65H,MAW,841,2022-01-07 11:00:00+00:00,191,184,1917,1546,4679,5388
2022-01-07 12:00:00+00:00,2022-01-07 13:00:00+00:00,10Y1001A1001A65H,MAW,843,2022-01-07 12:00:00+00:00,98,184,1714,1455,4294,5191
2022-01-07 13:00:00+00:00,2022-01-07 14:00:00+00:00,10Y1001A1001A65H,MAW,837,2022-01-07 13:00:00+00:00,18,187,1687,1371,4100,5138
2022-01-07 14:00:00+00:00,2022-01-07 15:00:00+00:00,10Y1001A1001A65H,MAW,860,2022-01-07 14:00:00+00:00,4,189,1386,1340,3779,5283
2022-01-07 15:00:00+00:00,2022-01-07 16:00:00+00:00,10Y1001A1001A65H,MAW,910,2022-01-07 15:00:00+00:00,3,191,1259,1160,3523,5579
2022-01-07 16:00:00+00:00,2022-01-07 17:00:00+00:00,10Y1001A1001A65H,MAW,929,2022-01-07 16:00:00+00:00,3,189,1297,1304,3722,5438
2022-01-07 17:00:00+00:00,2022-01-07 18:00:00+00:00,10Y1001A1001A65H,MAW,883,2022-01-07 17:00:00+00:00,3,188,1588,1315,3977,5066
2022-01-07 18:00:00+00:00,2022-01-07 19:00:00+00:00,10Y1001A1001A65H,MAW,860,2022-01-07 18:00:00+00:00,3,188,1566,1280,3897,4717
