Date,Hour,DEgen,DEload,DKgen,DKload,HUgen,HUload,ITgen,ITload,NEgen,NEload,POgen,POload,SEgen,SEload,SPgen,SPload,UKgen,UKload,HU_surplus,IT_surplus,PO_surplus,SP_surplus,DE_surplus,DK_surplus,SE_surplus,NE_surplus
2022-02-15,4,120456.0,235911.0,4233.0,4435.0,729.0,21399.0,6573.0,33359.0,8276.0,44489.0,3615.0,21147.0,15517.0,17647.0,11900.0,27042.0,2330.0,1120.0,-20670.0,-26786.0,-17532.0,-15142.0,-115455.0,-202.0,-2130.0,-36213.0
2022-02-15,5,120119.0,265736.0,4659.0,4862.0,713.0,24203.0,9488.0,39331.0,8144.0,50106.0,3840.0,22661.0,16206.0,19361.0,13541.0,31340.0,2333.0,1138.0,-23490.0,-29843.0,-18821.0,-17799.0,-145617.0,-203.0,-3155.0,-41962.0
2022-02-15,6,122811.0,284915.0,4463.0,5127.0,1243.0,24793.0,11329.0,43794.0,7342.0,57195.0,4044.0,23356.0,16356.0,19851.0,14466.0,32818.0,2318.0,1273.0,-23550.0,-32465.0,-19312.0,-18352.0,-162104.0,-664.0,-3495.0,-49853.0
2022-02-15,7,126443.0,292673.0,4474.0,5398.0,2545.0,24381.0,13254.0,45722.0,7460.0,59494.0,4219.0,23216.0,16339.0,19991.0,16542.0,33236.0,1900.0,1578.0,-21836.0,-32468.0,-18997.0,-16694.0,-166230.0,-924.0,-3652.0,-52034.0
2022-02-15,8,129810.0,293942.0,5119.0,4962.0,3610.0,23671.0,13749.0,45792.0,8605.0,57417.0,4181.0,22679.0,16390.0,20127.0,18235.0,33097.0,1666.0,1935.0,-20061.0,-32043.0,-18498.0,-14862.0,-164132.0,157.0,-3737.0,-48812.0
2022-02-15,9,141554.0,296839.0,5621.0,5317.0,4394.0,23041.0,13987.0,45394.0,11741.0,52659.0,4629.0,23070.0,16267.0,20041.0,20129.0,32694.0,1242.0,1055.0,-18647.0,-31407.0,-18441.0,-12565.0,-155285.0,304.0,-3774.0,-40918.0
2022-02-15,17,174745.0,298611.0,6127.0,5042.0,714.0,25738.0,10944.0,44210.0,17063.0,62750.0,4124.0,24322.0,15512.0,20387.0,16302.0,34038.0,1567.0,1291.0,-25024.0,-33266.0,-20198.0,-17736.0,-123866.0,1085.0,-4875.0,-45687.0
2022-02-15,18,190323.0,295050.0,5666.0,4879.0,825.0,25344.0,9605.0,41439.0,17298.0,60228.0,4383.0,23695.0,15201.0,19572.0,17318.0,35235.0,1939.0,2682.0,-24519.0,-31834.0,-19312.0,-17917.0,-104727.0,787.0,-4371.0,-42930.0
2022-02-15,19,206453.0,278138.0,5348.0,4558.0,853.0,24439.0,8578.0,38321.0,16414.0,57016.0,4250.0,22154.0,15049.0,18935.0,16086.0,33994.0,2427.0,2494.0,-23586.0,-29743.0,-17904.0,-17908.0,-71685.0,790.0,-3886.0,-40602.0
2022-02-15,20,209850.0,263944.0,5224.0,4317.0,812.0,23421.0,7249.0,34344.0,15160.0,53542.0,4134.0,20652.0,14642.0,18241.0,14136.0,30935.0,2988.0,2288.0,-22609.0,-27095.0,-16518.0,-16799.0,-54094.0,907.0,-3599.0,-38382.0
2022-02-15,21,202466.0,250970.0,4960.0,4134.0,764.0,22542.0,6514.0,31127.0,14301.0,50011.0,4265.0,19287.0,14405.0,17352.0,13797.0,28053.0,2976.0,2092.0,-21778.0,-24613.0,-15022.0,-14256.0,-48504.0,826.0,-2947.0,-35710.0
2022-02-15,22,203064.0,235400.0,4614.0,4002.0,866.0,21424.0,6130.0,28522.0,12823.0,46904.0,4579.0,18302.0,13652.0,16650.0,14158.0,26690.0,3042.0,1856.0,-20558.0,-22392.0,-13723.0,-12532.0,-32336.0,612.0,-2998.0,-34081.0
2022-02-15,23,200216.0,224227.0,3874.0,3924.0,837.0,20184.0,5496.0,26899.0,12427.0,44540.0,4896.0,17752.0,13334.0,16295.0,15300.0,25153.0,3022.0,1587.0,-19347.0,-21403.0,-12856.0,-9853.0,-24011.0,-50.0,-2961.0,-32113.0
2022-02-16,0,190094.0,217374.0,3841.0,3809.0,792.0,19310.0,5715.0,26159.0,12733.0,43036.0,5187.0,17400.0,13287.0,15986.0,16681.0,24137.0,3136.0,1364.0,-18518.0,-20444.0,-12213.0,-7456.0,-27280.0,32.0,-2699.0,-30303.0
2022-02-16,1,178701.0,213106.0,3324.0,3783.0,814.0,18717.0,5700.0,25970.0,12799.0,42378.0,5431.0,17490.0,13582.0,16068.0,17476.0,23635.0,3100.0,1206.0,-17903.0,-20270.0,-12059.0,-6159.0,-34405.0,-459.0,-2486.0,-29579.0
2022-02-16,2,176930.0,214957.0,3309.0,3752.0,838.0,18646.0,5018.0,26440.0,13483.0,42578.0,5600.0,17777.0,13794.0,16380.0,17969.0,23580.0,2831.0,1188.0,-17808.0,-21422.0,-12177.0,-5611.0,-38027.0,-443.0,-2586.0,-29095.0
2022-02-16,3,172879.0,223617.0,3673.0,3922.0,822.0,19487.0,4639.0,28458.0,15074.0,42925.0,5796.0,18654.0,13941.0,17124.0,17552.0,24273.0,2834.0,1126.0,-18665.0,-23819.0,-12858.0,-6721.0,-50738.0,-249.0,-3183.0,-27851.0
2022-02-16,4,178015.0,239217.0,3683.0,4388.0,703.0,21414.0,5334.0,34056.0,16078.0,44874.0,5898.0,20994.0,14810.0,18892.0,16688.0,27058.0,2824.0,1092.0,-20711.0,-28722.0,-15096.0,-10370.0,-61202.0,-705.0,-4082.0,-28796.0
2022-02-16,5,186941.0,267263.0,3580.0,5045.0,708.0,24224.0,6634.0,39833.0,16860.0,50005.0,6016.0,22554.0,15171.0,20167.0,15906.0,31140.0,2842.0,1113.0,-23516.0,-33199.0,-16538.0,-15234.0,-80322.0,-1465.0,-4996.0,-33145.0
2022-02-16,6,199076.0,286626.0,3163.0,5384.0,1075.0,25025.0,9877.0,44443.0,17226.0,56618.0,6271.0,23211.0,15413.0,20677.0,16914.0,32752.0,3058.0,1201.0,-23950.0,-34566.0,-16940.0,-15838.0,-87550.0,-2221.0,-5264.0,-39392.0
2022-02-16,7,213421.0,296517.0,3299.0,5462.0,2040.0,24895.0,12368.0,45640.0,17010.0,60314.0,6758.0,23036.0,15425.0,20686.0,19339.0,33162.0,2727.0,1478.0,-22855.0,-33272.0,-16278.0,-13823.0,-83096.0,-2163.0,-5261.0,-43304.0
2022-02-16,8,223464.0,300671.0,3541.0,5527.0,3256.0,24394.0,11734.0,44077.0,17210.0,60396.0,7055.0,22457.0,15153.0,20844.0,21840.0,33202.0,2476.0,1806.0,-21138.0,-32343.0,-15402.0,-11362.0,-77207.0,-1986.0,-5691.0,-43186.0
2022-02-16,9,231006.0,299971.0,3843.0,5555.0,3887.0,24103.0,11899.0,43156.0,17188.0,58179.0,7496.0,22656.0,14895.0,20818.0,24198.0,32745.0,3060.0,2092.0,-20216.0,-31257.0,-15160.0,-8547.0,-68965.0,-1712.0,-5923.0,-40991.0
2022-02-16,10,230764.0,302695.0,4316.0,5486.0,4357.0,23621.0,11581.0,40605.0,17327.0,58183.0,7971.0,22933.0,14615.0,20832.0,25893.0,32421.0,3738.0,2223.0,-19264.0,-29024.0,-14962.0,-6528.0,-71931.0,-1170.0,-6217.0,-40856.0
2022-02-16,11,225768.0,300113.0,4712.0,5447.0,4698.0,23233.0,12535.0,40520.0,17214.0,58189.0,8227.0,23146.0,14439.0,20617.0,26948.0,32384.0,3474.0,2262.0,-18535.0,-27985.0,-14919.0,-5436.0,-74345.0,-735.0,-6178.0,-40975.0
2022-02-16,12,222522.0,295098.0,5031.0,5387.0,4641.0,22783.0,12120.0,41848.0,17367.0,58524.0,8017.0,23028.0,14301.0,20610.0,27218.0,31767.0,3496.0,2265.0,-18142.0,-29728.0,-15011.0,-4549.0,-72576.0,-356.0,-6309.0,-41157.0
2022-02-16,13,217566.0,292083.0,5415.0,5246.0,3992.0,23082.0,11121.0,42295.0,17356.0,58496.0,7731.0,23129.0,14319.0,20816.0,27194.0,31078.0,3056.0,2301.0,-19090.0,-31174.0,-15398.0,-3884.0,-74517.0,169.0,-6497.0,-41140.0
2022-02-16,14,212225.0,288256.0,5418.0,5122.0,2676.0,23743.0,9438.0,42615.0,17251.0,59312.0,7678.0,23332.0,14305.0,20954.0,26156.0,30683.0,3169.0,2175.0,-21067.0,-33177.0,-15654.0,-4527.0,-76031.0,296.0,-6649.0,-42061.0
2022-02-16,15,208777.0,284643.0,5007.0,5497.0,1447.0,24607.0,8821.0,42817.0,17020.0,60861.0,7783.0,23935.0,14570.0,21659.0,21929.0,30533.0,3216.0,2137.0,-23160.0,-33996.0,-16152.0,-8604.0,-75866.0,-490.0,-7089.0,-43841.0
2022-02-16,16,211218.0,291932.0,4895.0,5465.0,1345.0,25705.0,9904.0,44852.0,16219.0,63684.0,7928.0,23955.0,14556.0,21399.0,17788.0,31148.0,3593.0,2173.0,-24360.0,-34948.0,-16027.0,-13360.0,-80714.0,-570.0,-6843.0,-47465.0
2022-02-16,17,214073.0,297722.0,4936.0,5079.0,1331.0,25913.0,9738.0,44336.0,13678.0,62239.0,7819.0,23853.0,14362.0,20903.0,18293.0,33670.0,3318.0,2305.0,-24582.0,-34598.0,-16034.0,-15377.0,-83649.0,-143.0,-6541.0,-48561.0
2022-02-16,18,212814.0,288527.0,4959.0,4842.0,1330.0,25525.0,7725.0,41780.0,11995.0,59762.0,7632.0,23213.0,13908.0,20183.0,20002.0,34597.0,3452.0,2478.0,-24195.0,-34055.0,-15581.0,-14595.0,-75713.0,117.0,-6275.0,-47767.0
2022-02-16,19,214541.0,272111.0,4800.0,4699.0,1325.0,24647.0,6006.0,38455.0,10557.0,56401.0,7312.0,21698.0,13813.0,19452.0,19121.0,33648.0,3546.0,2368.0,-23322.0,-32449.0,-14386.0,-14527.0,-57570.0,101.0,-5639.0,-45844.0
2022-02-16,20,215695.0,257265.0,4850.0,4334.0,1209.0,23472.0,5131.0,34650.0,10664.0,53133.0,7153.0,20133.0,13177.0,18626.0,16134.0,30683.0,3238.0,2198.0,-22263.0,-29519.0,-12980.0,-14549.0,-41570.0,516.0,-5449.0,-42469.0
2022-02-16,21,216271.0,245896.0,4448.0,4168.0,1146.0,22639.0,5251.0,31258.0,12835.0,49915.0,7116.0,18880.0,12773.0,17822.0,15333.0,27689.0,3047.0,2003.0,-21493.0,-26007.0,-11764.0,-12356.0,-29625.0,280.0,-5049.0,-37080.0
2022-02-16,22,220113.0,231957.0,4807.0,3900.0,1232.0,21464.0,4926.0,28488.0,14089.0,46958.0,7081.0,17824.0,12687.0,17394.0,14990.0,26583.0,2757.0,1783.0,-20232.0,-23562.0,-10743.0,-11593.0,-11844.0,907.0,-4707.0,-32869.0
2022-02-16,23,217745.0,223685.0,4974.0,3800.0,1350.0,20206.0,4710.0,26789.0,14984.0,44930.0,6993.0,17249.0,12653.0,16973.0,14786.0,25078.0,2768.0,1522.0,-18856.0,-22079.0,-10256.0,-10292.0,-5940.0,1174.0,-4320.0,-29946.0
2022-02-17,0,217274.0,215773.0,4734.0,3769.0,1340.0,19378.0,5545.0,25994.0,14861.0,42892.0,6651.0,16758.0,12523.0,16704.0,15588.0,24123.0,2859.0,1303.0,-18038.0,-20449.0,-10107.0,-8535.0,1501.0,965.0,-4181.0,-28031.0
2022-02-17,1,207179.0,212480.0,4562.0,3714.0,1388.0,18789.0,5509.0,25916.0,14061.0,41679.0,6564.0,16767.0,12447.0,16604.0,16472.0,23667.0,2724.0,1188.0,-17401.0,-20407.0,-10203.0,-7195.0,-5301.0,848.0,-4157.0,-27618.0
2022-02-17,2,194708.0,214374.0,4350.0,3727.0,1581.0,18573.0,4507.0,26390.0,13230.0,41157.0,6421.0,16908.0,13005.0,16754.0,16203.0,23721.0,2563.0,1190.0,-16992.0,-21883.0,-10487.0,-7518.0,-19666.0,623.0,-3749.0,-27927.0
2022-02-17,3,187414.0,220762.0,4275.0,3917.0,1699.0,19321.0,4425.0,28234.0,12268.0,41330.0,6154.0,17886.0,13357.0,17377.0,14150.0,24423.0,2710.0,1137.0,-17622.0,-23809.0,-11732.0,-10273.0,-33348.0,358.0,-4020.0,-29062.0
2022-02-17,4,184265.0,236618.0,4620.0,4233.0,1440.0,21326.0,4915.0,33782.0,12097.0,43875.0,6200.0,20111.0,14404.0,19129.0,13100.0,27175.0,2644.0,1095.0,-19886.0,-28867.0,-13911.0,-14075.0,-52353.0,387.0,-4725.0,-31778.0
2022-02-17,5,198114.0,263765.0,4239.0,4975.0,1305.0,24030.0,6781.0,39690.0,13566.0,49398.0,6387.0,21700.0,14626.0,20342.0,12641.0,30981.0,2230.0,1125.0,-22725.0,-32909.0,-15313.0,-18340.0,-65651.0,-736.0,-5716.0,-35832.0
2022-02-17,6,215240.0,282581.0,4424.0,5241.0,1766.0,24886.0,10646.0,43729.0,14468.0,56100.0,6970.0,22770.0,14475.0,20556.0,13646.0,32325.0,2385.0,1238.0,-23120.0,-33083.0,-15800.0,-18679.0,-67341.0,-817.0,-6081.0,-41632.0
2022-02-17,7,222615.0,292660.0,4492.0,5150.0,2172.0,25108.0,11409.0,44303.0,15218.0,57659.0,7400.0,23225.0,14892.0,20713.0,15614.0,32789.0,1956.0,1556.0,-22936.0,-32894.0,-15825.0,-17175.0,-70045.0,-658.0,-5821.0,-42441.0
2022-02-17,8,238334.0,296078.0,4981.0,5190.0,3468.0,24300.0,13529.0,44131.0,16057.0,55169.0,7622.0,22984.0,15005.0,20901.0,16981.0,32561.0,1348.0,1872.0,-20832.0,-30602.0,-15362.0,-15580.0,-57744.0,-209.0,-5896.0,-39112.0
2022-02-17,9,251019.0,295733.0,5679.0,5167.0,5164.0,23124.0,13961.0,43173.0,16040.0,50915.0,7752.0,23237.0,15000.0,20766.0,17877.0,32213.0,1250.0,2146.0,-17960.0,-29212.0,-15485.0,-14336.0,-44714.0,512.0,-5766.0,-34875.0
2022-02-17,10,262081.0,296474.0,6025.0,5224.0,6246.0,22437.0,15526.0,40203.0,16290.0,46935.0,7610.0,23156.0,14897.0,20533.0,18824.0,32011.0,1534.0,2318.0,-16191.0,-24677.0,-15546.0,-13187.0,-34393.0,801.0,-5636.0,-30645.0
2022-02-17,11,272040.0,295585.0,5802.0,5192.0,5832.0,23014.0,16135.0,39739.0,17091.0,46359.0,7695.0,23273.0,14844.0,20706.0,18781.0,31745.0,1338.0,2351.0,-17182.0,-23604.0,-15578.0,-12964.0,-23545.0,610.0,-5862.0,-29268.0
2022-02-17,12,265376.0,288854.0,5711.0,5202.0,5304.0,23197.0,14329.0,40348.0,17177.0,47441.0,7661.0,23067.0,14680.0,20626.0,18615.0,31150.0,1222.0,2333.0,-17893.0,-26019.0,-15406.0,-12535.0,-23478.0,509.0,-5946.0,-30264.0
2022-02-17,13,254252.0,284731.0,5954.0,5159.0,4263.0,23572.0,12357.0,41096.0,17203.0,49786.0,7421.0,23033.0,14608.0,20421.0,18485.0,30557.0,1294.0,2309.0,-19309.0,-28739.0,-15612.0,-12072.0,-30479.0,795.0,-5813.0,-32583.0
2022-02-17,14,241240.0,281543.0,5844.0,5147.0,2996.0,24013.0,10274.0,41235.0,17119.0,53842.0,7269.0,23143.0,14802.0,20795.0,17156.0,30061.0,1299.0,2201.0,-21017.0,-30961.0,-15874.0,-12905.0,-40303.0,697.0,-5993.0,-36723.0
2022-02-17,15,230631.0,279114.0,5714.0,5390.0,1919.0,24543.0,8201.0,41530.0,15887.0,57718.0,7620.0,23877.0,15184.0,21498.0,13541.0,29889.0,916.0,2184.0,-22624.0,-33329.0,-16257.0,-16348.0,-48483.0,324.0,-6314.0,-41831.0
2022-02-17,16,223721.0,288460.0,5540.0,5432.0,1773.0,25327.0,9739.0,43790.0,14316.0,61817.0,7717.0,23954.0,15190.0,21329.0,10408.0,30210.0,996.0,2267.0,-23554.0,-34051.0,-16237.0,-19802.0,-64739.0,108.0,-6139.0,-47501.0
2022-02-17,17,221474.0,296517.0,5661.0,5138.0,1767.0,25582.0,10337.0,43748.0,15254.0,62542.0,7646.0,23809.0,15316.0,20995.0,10868.0,32939.0,847.0,2448.0,-23815.0,-33411.0,-16163.0,-22071.0,-75043.0,523.0,-5679.0,-47288.0
2022-02-17,18,212659.0,286982.0,5321.0,4913.0,1825.0,25249.0,8612.0,41384.0,14719.0,60793.0,7434.0,23308.0,15259.0,20217.0,11185.0,33997.0,926.0,2645.0,-23424.0,-32772.0,-15874.0,-22812.0,-74323.0,408.0,-4958.0,-46074.0
2022-02-17,19,205262.0,271755.0,5121.0,4626.0,1726.0,24439.0,7622.0,38255.0,13544.0,57577.0,7006.0,21695.0,14975.0,19253.0,10854.0,33107.0,784.0,2574.0,-22713.0,-30633.0,-14689.0,-22253.0,-66493.0,495.0,-4278.0,-44033.0
2022-02-17,20,200306.0,256913.0,5218.0,4347.0,1720.0,23292.0,7011.0,34203.0,13602.0,53866.0,6924.0,20258.0,14751.0,18615.0,10089.0,30444.0,484.0,2405.0,-21572.0,-27192.0,-13334.0,-20355.0,-56607.0,871.0,-3864.0,-40264.0
2022-02-17,21,196824.0,242830.0,5408.0,4119.0,1768.0,22379.0,6863.0,31080.0,12082.0,50268.0,6900.0,19076.0,14727.0,17911.0,7832.0,27649.0,463.0,2263.0,-20611.0,-24217.0,-12176.0,-19817.0,-46006.0,1289.0,-3184.0,-38186.0
2022-02-17,22,197050.0,229425.0,5784.0,3993.0,1812.0,21228.0,6517.0,28373.0,10489.0,47040.0,6805.0,18067.0,13609.0,17080.0,8387.0,26596.0,736.0,2022.0,-19416.0,-21856.0,-11262.0,-18209.0,-32375.0,1791.0,-3471.0,-36551.0
2022-02-17,23,193392.0,218025.0,5574.0,3878.0,1673.0,19943.0,8783.0,26890.0,9790.0,44670.0,6816.0,17414.0,13332.0,16772.0,8102.0,25042.0,765.0,1753.0,-18270.0,-18107.0,-10598.0,-16940.0,-24633.0,1696.0,-3440.0,-34880.0
2022-02-18,0,180727.0,211087.0,5395.0,3828.0,1526.0,19098.0,8999.0,26018.0,9074.0,43174.0,6824.0,17161.0,13374.0,16898.0,8025.0,24072.0,1214.0,1503.0,-17572.0,-17019.0,-10337.0,-16047.0,-30360.0,1567.0,-3524.0,-34100.0
2022-02-18,1,168450.0,208509.0,5345.0,3813.0,1571.0,18424.0,9206.0,25699.0,7522.0,42218.0,6800.0,17277.0,13512.0,16665.0,7678.0,23680.0,2014.0,1365.0,-16853.0,-16493.0,-10477.0,-16002.0,-40059.0,1532.0,-3153.0,-34696.0
2022-02-18,2,155884.0,206629.0,5150.0,3822.0,1638.0,18397.0,8705.0,26205.0,7710.0,41930.0,6731.0,17575.0,14082.0,17090.0,7848.0,23408.0,1907.0,1323.0,-16759.0,-17500.0,-10844.0,-15560.0,-50745.0,1328.0,-3008.0,-34220.0
2022-02-18,3,140119.0,214204.0,4809.0,3966.0,1337.0,19213.0,6581.0,28258.0,9465.0,43081.0,6668.0,18398.0,14703.0,17753.0,8008.0,24125.0,1381.0,1262.0,-17876.0,-21677.0,-11730.0,-16117.0,-74085.0,843.0,-3050.0,-33616.0
2022-02-18,4,134540.0,228287.0,4731.0,4330.0,1389.0,21034.0,5307.0,33734.0,9947.0,45273.0,6691.0,20754.0,15909.0,19309.0,9932.0,26842.0,765.0,1267.0,-19645.0,-28427.0,-14063.0,-16910.0,-93747.0,401.0,-3400.0,-35326.0
2022-02-18,5,140288.0,256443.0,4537.0,4782.0,1007.0,23541.0,7097.0,39008.0,12697.0,50141.0,6651.0,22263.0,16340.0,20274.0,11431.0,30778.0,769.0,1300.0,-22534.0,-31911.0,-15612.0,-19347.0,-116155.0,-245.0,-3934.0,-37444.0
2022-02-18,6,147338.0,274473.0,4109.0,5054.0,2029.0,23749.0,10555.0,42757.0,14856.0,56383.0,6804.0,22800.0,16389.0,20496.0,12448.0,32065.0,1002.0,1401.0,-21720.0,-32202.0,-15996.0,-19617.0,-127135.0,-945.0,-4107.0,-41527.0
2022-02-18,7,159245.0,282128.0,3596.0,5109.0,3542.0,23198.0,10816.0,43533.0,15158.0,59811.0,7848.0,22870.0,16469.0,20616.0,14128.0,32250.0,1445.0,1646.0,-19656.0,-32717.0,-15022.0,-18122.0,-122883.0,-1513.0,-4147.0,-44653.0
2022-02-18,8,171826.0,285672.0,3344.0,5205.0,4502.0,22969.0,10374.0,42930.0,16767.0,61334.0,8457.0,22801.0,16312.0,20332.0,15776.0,32092.0,2558.0,1929.0,-18467.0,-32556.0,-14344.0,-16316.0,-113846.0,-1861.0,-4020.0,-44567.0
2022-02-18,9,185262.0,290145.0,3121.0,5192.0,5052.0,22913.0,11214.0,42171.0,16984.0,61141.0,8357.0,23094.0,15897.0,19778.0,16427.0,31801.0,3132.0,2097.0,-17861.0,-30957.0,-14737.0,-15374.0,-104883.0,-2071.0,-3881.0,-44157.0
2022-02-18,10,196954.0,291439.0,3384.0,5233.0,5794.0,22738.0,10771.0,40164.0,16684.0,60160.0,8170.0,23285.0,15322.0,19387.0,16616.0,31475.0,3158.0,2225.0,-16944.0,-29393.0,-15115.0,-14859.0,-94485.0,-1849.0,-4065.0,-43476.0
2022-02-18,11,212116.0,289071.0,3873.0,5199.0,6050.0,22084.0,10777.0,40109.0,16183.0,58582.0,7388.0,23179.0,14825.0,19150.0,16917.0,31263.0,3246.0,2277.0,-16034.0,-29332.0,-15791.0,-14346.0,-76955.0,-1326.0,-4325.0,-42399.0
2022-02-18,12,223480.0,282868.0,4453.0,5188.0,5116.0,21849.0,9581.0,40722.0,12344.0,57568.0,6564.0,23257.0,14509.0,19051.0,16101.0,30614.0,3368.0,2320.0,-16733.0,-31141.0,-16693.0,-14513.0,-59388.0,-735.0,-4542.0,-45224.0
2022-02-18,13,225751.0,278661.0,5030.0,5209.0,4099.0,22328.0,8883.0,40978.0,8626.0,55331.0,5845.0,23393.0,14239.0,19238.0,15820.0,29820.0,3380.0,2317.0,-18229.0,-32095.0,-17548.0,-14000.0,-52910.0,-179.0,-4999.0,-46705.0
2022-02-18,14,221421.0,275037.0,4768.0,5273.0,2658.0,23263.0,7785.0,41253.0,5617.0,53848.0,5733.0,23364.0,14404.0,19367.0,15648.0,29428.0,3238.0,2183.0,-20605.0,-33468.0,-17631.0,-13780.0,-53616.0,-505.0,-4963.0,-48231.0
2022-02-18,15,214067.0,272045.0,5037.0,5465.0,1388.0,23979.0,8087.0,41771.0,4669.0,56350.0,6312.0,23900.0,14517.0,20173.0,14651.0,29369.0,3326.0,2096.0,-22591.0,-33684.0,-17588.0,-14718.0,-57978.0,-428.0,-5656.0,-51681.0
2022-02-18,16,210765.0,279744.0,4575.0,5420.0,1389.0,24877.0,9717.0,43754.0,4531.0,60421.0,7058.0,23987.0,14604.0,19913.0,12077.0,29613.0,2627.0,2077.0,-23488.0,-34037.0,-16929.0,-17536.0,-68979.0,-845.0,-5309.0,-55890.0
2022-02-18,17,205831.0,282552.0,3429.0,5067.0,1607.0,25030.0,9763.0,43092.0,4434.0,59940.0,7383.0,23806.0,14730.0,19575.0,13419.0,31968.0,2592.0,2231.0,-23423.0,-33329.0,-16423.0,-18549.0,-76721.0,-1638.0,-4845.0,-55506.0
2022-02-18,18,193511.0,272342.0,3503.0,4737.0,1741.0,24507.0,7259.0,40646.0,5200.0,57159.0,7252.0,23094.0,14685.0,19123.0,14160.0,32660.0,2590.0,2425.0,-22766.0,-33387.0,-15842.0,-18500.0,-78831.0,-1234.0,-4438.0,-51959.0
2022-02-18,19,183804.0,255280.0,3302.0,4493.0,1657.0,23694.0,6376.0,37456.0,5474.0,54111.0,7099.0,21459.0,14666.0,18584.0,13967.0,31915.0,2938.0,2386.0,-22037.0,-31080.0,-14360.0,-17948.0,-71476.0,-1191.0,-3918.0,-48637.0
2022-02-18,20,181441.0,243626.0,2974.0,4364.0,1591.0,22745.0,6723.0,33938.0,5695.0,50651.0,6883.0,19937.0,14431.0,17861.0,13740.0,29368.0,2411.0,2182.0,-21154.0,-27215.0,-13054.0,-15628.0,-62185.0,-1390.0,-3430.0,-44956.0
2022-02-18,21,175448.0,231274.0,2651.0,4194.0,1624.0,21995.0,7099.0,30703.0,6189.0,47714.0,6504.0,18721.0,14264.0,17305.0,13544.0,26915.0,2176.0,2035.0,-20371.0,-23604.0,-12217.0,-13371.0,-55826.0,-1543.0,-3041.0,-41525.0
2022-02-18,22,175524.0,215689.0,3418.0,3970.0,1562.0,20845.0,6903.0,27874.0,7239.0,44956.0,5760.0,17458.0,14156.0,16728.0,14246.0,26161.0,2434.0,1825.0,-19283.0,-20971.0,-11698.0,-11915.0,-40165.0,-552.0,-2572.0,-37717.0
2022-02-18,23,176548.0,206183.0,3348.0,3785.0,1386.0,19626.0,6624.0,26061.0,11192.0,42649.0,5345.0,16853.0,14037.0,16419.0,14891.0,24708.0,2494.0,1592.0,-18240.0,-19437.0,-11508.0,-9817.0,-29635.0,-437.0,-2382.0,-31457.0
2022-02-19,0,178800.0,199716.0,4577.0,3742.0,1312.0,18731.0,6470.0,25210.0,12810.0,41293.0,5296.0,16561.0,13872.0,16421.0,15802.0,23444.0,2273.0,1389.0,-17419.0,-18740.0,-11265.0,-7642.0,-20916.0,835.0,-2549.0,-28483.0
2022-02-19,1,188110.0,200549.0,4882.0,3734.0,1301.0,17988.0,6556.0,25192.0,14251.0,40498.0,5250.0,16432.0,13463.0,16507.0,16070.0,22702.0,1221.0,1246.0,-16687.0,-18636.0,-11182.0,-6632.0,-12439.0,1148.0,-3044.0,-26247.0
2022-02-19,2,193336.0,203159.0,4712.0,3730.0,1290.0,17737.0,6665.0,25174.0,15279.0,40634.0,4964.0,16356.0,12173.0,16374.0,16177.0,22391.0,856.0,1216.0,-16447.0,-18509.0,-11392.0,-6214.0,-9823.0,982.0,-4201.0,-25355.0
2022-02-19,3,197048.0,204063.0,4494.0,3755.0,1413.0,17986.0,6412.0,25918.0,15453.0,40583.0,4785.0,16547.0,12447.0,16810.0,15723.0,22215.0,639.0,1193.0,-16573.0,-19506.0,-11762.0,-6492.0,-7015.0,739.0,-4363.0,-25130.0
2022-02-19,4,201018.0,203882.0,4761.0,3843.0,1489.0,18482.0,6427.0,28303.0,15513.0,41188.0,4623.0,17091.0,12844.0,17465.0,14584.0,22791.0,615.0,1173.0,-16993.0,-21876.0,-12468.0,-8207.0,-2864.0,918.0,-4621.0,-25675.0
2022-02-19,5,203166.0,209113.0,5019.0,4132.0,1364.0,19648.0,8520.0,31098.0,15635.0,43531.0,4448.0,17613.0,13239.0,17833.0,13916.0,23978.0,590.0,1203.0,-18284.0,-22578.0,-13165.0,-10062.0,-5947.0,887.0,-4594.0,-27896.0
2022-02-19,6,214150.0,219460.0,5243.0,4398.0,1483.0,21032.0,10729.0,34063.0,15979.0,46579.0,4569.0,18454.0,14022.0,18193.0,12985.0,25230.0,366.0,1278.0,-19549.0,-23334.0,-13885.0,-12245.0,-5310.0,845.0,-4171.0,-30600.0
2022-02-19,7,234906.0,234582.0,5538.0,4612.0,1622.0,22248.0,11827.0,35512.0,16028.0,48362.0,5126.0,19226.0,14166.0,18729.0,14214.0,27392.0,191.0,1445.0,-20626.0,-23685.0,-14100.0,-13178.0,324.0,926.0,-4563.0,-32334.0
2022-02-19,8,257864.0,245372.0,5316.0,4697.0,1928.0,23008.0,11700.0,35041.0,15929.0,46482.0,5323.0,19580.0,14321.0,19499.0,17040.0,29058.0,80.0,1672.0,-21080.0,-23341.0,-14257.0,-12018.0,12492.0,619.0,-5178.0,-30553.0
2022-02-19,9,270545.0,252694.0,4608.0,4645.0,2154.0,23515.0,10997.0,33642.0,16115.0,44497.0,5598.0,19818.0,14044.0,19153.0,19445.0,29465.0,53.0,1929.0,-21361.0,-22645.0,-14220.0,-10020.0,17851.0,-37.0,-5109.0,-28382.0
